total_doc_num=500 doc_type=2 qry_type=2
VOM19980316.0700.0317 1.631819e-002 VOM19980316.0700.0317
VOM19980224.0900.2029 1.608729e-002 VOM19980224.0900.2029
VOM19980413.0900.0011 1.590305e-002 VOM19980413.0900.0011
VOM19980509.0700.0347 1.572843e-002 VOM19980509.0700.0347
VOM19980509.0730.0137 1.567380e-002 VOM19980509.0730.0137
VOM19980304.0700.0871 1.553296e-002 VOM19980304.0700.0871
VOM19980613.0700.0232 1.547242e-002 VOM19980613.0700.0232
VOM19980616.0900.0235 1.544860e-002 VOM19980616.0900.0235
VOM19980502.0700.0038 1.533071e-002 VOM19980502.0700.0038
VOM19980319.0900.0451 1.529140e-002 VOM19980319.0900.0451
VOM19980618.0900.0164 1.488570e-002 VOM19980618.0900.0164
VOM19980604.0900.0246 1.487951e-002 VOM19980604.0900.0246
VOM19980304.0900.1700 1.484264e-002 VOM19980304.0900.1700
VOM19980303.0900.0160 1.468711e-002 VOM19980303.0900.0160
VOM19980228.0700.0851 1.408698e-002 VOM19980228.0700.0851
VOM19980617.0900.0171 1.405594e-002 VOM19980617.0900.0171
VOM19980303.0700.0393 1.402985e-002 VOM19980303.0700.0393
VOM19980317.0700.1915 1.390055e-002 VOM19980317.0700.1915
VOM19980228.0700.1482 1.385602e-002 VOM19980228.0700.1482
VOM19980529.0700.0100 1.382090e-002 VOM19980529.0700.0100
VOM19980226.0900.0370 1.380089e-002 VOM19980226.0900.0370
VOM19980529.0700.0227 1.376680e-002 VOM19980529.0700.0227
VOM19980613.0730.0254 1.372620e-002 VOM19980613.0730.0254
VOM19980609.0900.0232 1.351705e-002 VOM19980609.0900.0232
VOM19980224.0900.3361 1.325502e-002 VOM19980224.0900.3361
VOM19980319.0700.0399 1.319731e-002 VOM19980319.0700.0399
VOM19980222.0700.0195 1.294692e-002 VOM19980222.0700.0195
VOM19980317.0700.0924 1.281615e-002 VOM19980317.0700.0924
VOM19980302.0700.3021 1.280947e-002 VOM19980302.0700.3021
VOM19980224.0900.0173 1.273084e-002 VOM19980224.0900.0173
VOM19980316.0900.3359 1.262395e-002 VOM19980316.0900.3359
VOM19980509.0700.0245 1.260915e-002 VOM19980509.0700.0245
VOM19980317.0700.0156 1.257784e-002 VOM19980317.0700.0156
VOM19980319.0700.2278 1.244414e-002 VOM19980319.0700.2278
VOM19980223.0900.0629 1.238075e-002 VOM19980223.0900.0629
VOM19980501.0900.0108 1.232019e-002 VOM19980501.0900.0108
VOM19980528.0900.0072 1.225335e-002 VOM19980528.0900.0072
VOM19980325.0900.2179 1.211360e-002 VOM19980325.0900.2179
VOM19980314.0700.2522 1.208766e-002 VOM19980314.0700.2522
VOM19980306.0700.1638 1.199148e-002 VOM19980306.0700.1638
VOM19980316.0900.0163 1.196600e-002 VOM19980316.0900.0163
VOM19980523.0730.0003 1.177387e-002 VOM19980523.0730.0003
VOM19980509.0730.0002 1.176726e-002 VOM19980509.0730.0002
VOM19980317.0700.2034 1.166485e-002 VOM19980317.0700.2034
VOM19980501.0730.0073 1.145170e-002 VOM19980501.0730.0073
VOM19980303.0900.1879 1.141738e-002 VOM19980303.0900.1879
VOM19980606.0700.0548 1.140485e-002 VOM19980606.0700.0548
VOM19980220.0700.1448 1.126437e-002 VOM19980220.0700.1448
VOM19980305.0700.2442 1.092187e-002 VOM19980305.0700.2442
VOM19980317.0900.2229 1.087173e-002 VOM19980317.0900.2229
VOM19980305.0900.1046 1.076579e-002 VOM19980305.0900.1046
VOM19980406.0900.0220 1.065056e-002 VOM19980406.0900.0220
VOM19980327.0900.2955 1.063801e-002 VOM19980327.0900.2955
VOM19980228.0700.1239 1.020920e-002 VOM19980228.0700.1239
VOM19980325.0900.2010 9.978110e-003 VOM19980325.0900.2010
VOM19980312.0900.0497 9.868096e-003 VOM19980312.0900.0497
VOM19980619.0900.0252 9.843254e-003 VOM19980619.0900.0252
VOM19980509.0730.0208 9.735737e-003 VOM19980509.0730.0208
VOM19980227.0900.2226 9.651262e-003 VOM19980227.0900.2226
VOM19980226.0900.1725 9.603349e-003 VOM19980226.0900.1725
VOM19980221.0700.2968 9.602939e-003 VOM19980221.0700.2968
VOM19980623.0730.0101 9.592668e-003 VOM19980623.0730.0101
VOM19980623.0700.0507 9.592668e-003 VOM19980623.0700.0507
VOM19980404.0700.1788 9.426105e-003 VOM19980404.0700.1788
VOM19980224.0900.2345 9.251737e-003 VOM19980224.0900.2345
VOM19980612.0730.0071 9.053828e-003 VOM19980612.0730.0071
VOM19980306.0700.1383 9.019963e-003 VOM19980306.0700.1383
VOM19980521.0900.0254 8.856573e-003 VOM19980521.0900.0254
VOM19980603.0730.0240 8.680854e-003 VOM19980603.0730.0240
VOM19980227.0900.2836 8.664702e-003 VOM19980227.0900.2836
VOM19980304.0700.0659 8.567753e-003 VOM19980304.0700.0659
VOM19980305.0700.1106 8.481527e-003 VOM19980305.0700.1106
VOM19980403.0900.2079 8.437817e-003 VOM19980403.0900.2079
VOM19980311.0700.0800 8.319497e-003 VOM19980311.0700.0800
VOM19980612.0730.0286 8.315166e-003 VOM19980612.0730.0286
VOM19980319.0700.2737 8.294782e-003 VOM19980319.0700.2737
VOM19980304.0900.1080 8.253815e-003 VOM19980304.0900.1080
VOM19980507.0700.0422 7.943531e-003 VOM19980507.0700.0422
VOM19980521.0900.0039 7.940178e-003 VOM19980521.0900.0039
VOM19980521.0730.0004 7.940178e-003 VOM19980521.0730.0004
VOM19980315.0700.0716 7.894538e-003 VOM19980315.0700.0716
VOM19980316.0700.1207 7.879248e-003 VOM19980316.0700.1207
VOM19980227.0900.1692 7.874202e-003 VOM19980227.0900.1692
VOM19980224.0700.0588 7.766287e-003 VOM19980224.0700.0588
VOM19980625.0730.0002 7.648503e-003 VOM19980625.0730.0002
VOM19980316.0900.1824 7.609426e-003 VOM19980316.0900.1824
VOM19980531.0700.0477 7.511022e-003 VOM19980531.0700.0477
VOM19980316.0700.1957 7.465816e-003 VOM19980316.0700.1957
VOM19980225.0900.1029 7.273911e-003 VOM19980225.0900.1029
VOM19980620.0700.0175 7.264574e-003 VOM19980620.0700.0175
VOM19980226.0900.0471 7.208425e-003 VOM19980226.0900.0471
VOM19980326.0700.3398 7.157519e-003 VOM19980326.0700.3398
VOM19980303.0700.0752 7.107066e-003 VOM19980303.0700.0752
VOM19980302.0900.0402 7.008816e-003 VOM19980302.0900.0402
VOM19980317.0900.2819 6.947549e-003 VOM19980317.0900.2819
VOM19980222.0700.1880 6.473099e-003 VOM19980222.0700.1880
VOM19980224.0900.3022 6.397188e-003 VOM19980224.0900.3022
VOM19980509.0730.0248 6.293012e-003 VOM19980509.0730.0248
VOM19980507.0700.0390 6.236972e-003 VOM19980507.0700.0390
VOM19980531.0730.0265 6.044575e-003 VOM19980531.0730.0265
VOM19980306.0700.3467 5.937615e-003 VOM19980306.0700.3467
VOM19980619.0700.0464 5.914306e-003 VOM19980619.0700.0464
VOM19980226.0900.0170 5.620138e-003 VOM19980226.0900.0170
VOM19980317.0700.0117 5.514309e-003 VOM19980317.0700.0117
VOM19980515.0900.0007 5.472839e-003 VOM19980515.0900.0007
VOM19980624.0900.0227 5.460821e-003 VOM19980624.0900.0227
VOM19980223.0700.3043 5.445686e-003 VOM19980223.0700.3043
VOM19980612.0900.0125 5.211238e-003 VOM19980612.0900.0125
VOM19980506.0700.0152 5.089446e-003 VOM19980506.0700.0152
VOM19980623.0700.0114 5.055574e-003 VOM19980623.0700.0114
VOM19980507.0730.0143 4.900352e-003 VOM19980507.0730.0143
VOM19980305.0700.2126 4.896654e-003 VOM19980305.0700.2126
VOM19980403.0900.3366 4.894789e-003 VOM19980403.0900.3366
VOM19980403.0900.0269 4.894789e-003 VOM19980403.0900.0269
VOM19980220.0900.2138 4.366175e-003 VOM19980220.0900.2138
VOM19980220.0900.3154 4.328949e-003 VOM19980220.0900.3154
VOM19980225.0900.1874 4.221166e-003 VOM19980225.0900.1874
VOM19980403.0900.3399 4.110152e-003 VOM19980403.0900.3399
VOM19980302.0700.3216 3.943422e-003 VOM19980302.0700.3216
VOM19980603.0900.0243 3.693791e-003 VOM19980603.0900.0243
VOM19980529.0700.0334 3.629526e-003 VOM19980529.0700.0334
VOM19980403.0900.2970 3.461975e-003 VOM19980403.0900.2970
VOM19980614.0700.0302 3.334766e-003 VOM19980614.0700.0302
VOM19980421.0900.0012 3.220027e-003 VOM19980421.0900.0012
VOM19980526.0900.0223 3.213269e-003 VOM19980526.0900.0223
VOM19980611.0700.0548 2.836143e-003 VOM19980611.0700.0548
VOM19980520.0700.0186 2.772830e-003 VOM19980520.0700.0186
VOM19980317.0700.0454 2.703719e-003 VOM19980317.0700.0454
VOM19980528.0900.0135 2.542652e-003 VOM19980528.0900.0135
VOM19980302.0700.3469 2.488302e-003 VOM19980302.0700.3469
VOM19980501.0730.0112 2.462729e-003 VOM19980501.0730.0112
VOM19980624.0900.0261 2.194143e-003 VOM19980624.0900.0261
VOM19980501.0900.0148 1.977127e-003 VOM19980501.0900.0148
VOM19980604.0700.0157 1.874918e-003 VOM19980604.0700.0157
VOM19980630.0730.0216 1.743263e-003 VOM19980630.0730.0216
VOM19980220.0700.2656 1.641130e-003 VOM19980220.0700.2656
VOM19980510.0730.0030 1.526278e-003 VOM19980510.0730.0030
VOM19980619.0700.0216 1.483639e-003 VOM19980619.0700.0216
VOM19980626.0900.0226 1.415167e-003 VOM19980626.0900.0226
VOM19980403.0900.2121 1.210979e-003 VOM19980403.0900.2121
VOM19980508.0730.0044 1.185176e-003 VOM19980508.0730.0044
VOM19980619.0730.0105 1.126025e-003 VOM19980619.0730.0105
VOM19980315.0700.2825 1.040954e-003 VOM19980315.0700.2825
VOM19980223.0700.2892 9.628464e-004 VOM19980223.0700.2892
VOM19980224.0900.0395 9.175427e-004 VOM19980224.0900.0395
VOM19980302.0700.2222 9.027739e-004 VOM19980302.0700.2222
VOM19980603.0700.0226 8.862062e-004 VOM19980603.0700.0226
VOM19980521.0900.0007 8.491920e-004 VOM19980521.0900.0007
VOM19980616.0700.0259 6.594431e-004 VOM19980616.0700.0259
VOM19980620.0730.0107 5.089589e-004 VOM19980620.0730.0107
VOM19980623.0700.0211 4.051761e-004 VOM19980623.0700.0211
VOM19980316.0700.0180 3.438617e-004 VOM19980316.0700.0180
VOM19980316.0700.2554 2.499739e-004 VOM19980316.0700.2554
VOM19980627.0700.0022 1.416314e-004 VOM19980627.0700.0022
VOM19980306.0700.2852 -1.178191e-005 VOM19980306.0700.2852
VOM19980611.0730.0062 -5.123897e-005 VOM19980611.0730.0062
VOM19980611.0700.0150 -5.123897e-005 VOM19980611.0700.0150
VOM19980223.0700.0945 -5.201382e-005 VOM19980223.0700.0945
VOM19980427.0900.0010 -8.605630e-005 VOM19980427.0900.0010
VOM19980404.0700.1993 -8.952607e-005 VOM19980404.0700.1993
VOM19980404.0700.0201 -8.952607e-005 VOM19980404.0700.0201
VOM19980507.0700.0521 -2.492076e-004 VOM19980507.0700.0521
VOM19980315.0700.0844 -3.099640e-004 VOM19980315.0700.0844
VOM19980304.0700.0966 -3.106122e-004 VOM19980304.0700.0966
VOM19980226.0900.3359 -5.021333e-004 VOM19980226.0900.3359
VOM19980611.0900.0253 -6.984889e-004 VOM19980611.0900.0253
VOM19980226.0900.0245 -7.829961e-004 VOM19980226.0900.0245
VOM19980326.0900.0371 -7.952169e-004 VOM19980326.0900.0371
VOM19980509.0700.0525 -1.011951e-003 VOM19980509.0700.0525
VOM19980225.0700.0187 -1.032228e-003 VOM19980225.0700.0187
VOM19980630.0700.0397 -1.381269e-003 VOM19980630.0700.0397
VOM19980626.0700.0539 -1.438229e-003 VOM19980626.0700.0539
VOM19980623.0730.0001 -1.439049e-003 VOM19980623.0730.0001
VOM19980302.0900.1110 -1.461505e-003 VOM19980302.0900.1110
VOM19980225.0900.2203 -1.492852e-003 VOM19980225.0900.2203
VOM19980220.0900.1332 -1.563776e-003 VOM19980220.0900.1332
VOM19980304.0700.0464 -1.639145e-003 VOM19980304.0700.0464
VOM19980302.0900.0309 -1.699770e-003 VOM19980302.0900.0309
VOM19980522.0700.0456 -1.750699e-003 VOM19980522.0700.0456
VOM19980508.0700.0088 -1.781120e-003 VOM19980508.0700.0088
VOM19980503.0730.0168 -1.799951e-003 VOM19980503.0730.0168
VOM19980506.0700.0242 -1.851309e-003 VOM19980506.0700.0242
VOM19980515.0730.0053 -1.928536e-003 VOM19980515.0730.0053
VOM19980610.0700.0405 -1.984093e-003 VOM19980610.0700.0405
VOM19980302.0900.0871 -2.073809e-003 VOM19980302.0900.0871
VOM19980312.0900.3558 -2.140551e-003 VOM19980312.0900.3558
VOM19980526.0900.0186 -2.250246e-003 VOM19980526.0900.0186
VOM19980319.0700.0647 -2.259891e-003 VOM19980319.0700.0647
VOM19980612.0700.0225 -2.333290e-003 VOM19980612.0700.0225
VOM19980619.0730.0035 -2.378833e-003 VOM19980619.0730.0035
VOM19980623.0700.0039 -2.722604e-003 VOM19980623.0700.0039
VOM19980508.0730.0080 -2.734948e-003 VOM19980508.0730.0080
VOM19980228.0700.0448 -2.796495e-003 VOM19980228.0700.0448
VOM19980530.0700.0199 -2.859158e-003 VOM19980530.0700.0199
VOM19980220.0900.0387 -2.948575e-003 VOM19980220.0900.0387
VOM19980603.0700.0169 -3.003737e-003 VOM19980603.0700.0169
VOM19980606.0730.0134 -3.074318e-003 VOM19980606.0730.0134
VOM19980613.0730.0108 -3.077743e-003 VOM19980613.0730.0108
VOM19980619.0700.0347 -3.112196e-003 VOM19980619.0700.0347
VOM19980403.0700.3284 -3.117732e-003 VOM19980403.0700.3284
VOM19980413.0900.0068 -3.118435e-003 VOM19980413.0900.0068
VOM19980223.0700.1040 -3.167269e-003 VOM19980223.0700.1040
VOM19980620.0700.0220 -3.285649e-003 VOM19980620.0700.0220
VOM19980602.0700.0417 -3.289025e-003 VOM19980602.0700.0417
VOM19980228.0700.2006 -3.310665e-003 VOM19980228.0700.2006
VOM19980222.0700.2416 -3.338167e-003 VOM19980222.0700.2416
VOM19980602.0900.0157 -3.513952e-003 VOM19980602.0900.0157
VOM19980606.0730.0003 -3.549755e-003 VOM19980606.0730.0003
VOM19980326.0700.2112 -3.586447e-003 VOM19980326.0700.2112
VOM19980526.0700.0342 -3.632278e-003 VOM19980526.0700.0342
VOM19980225.0700.0757 -3.685915e-003 VOM19980225.0700.0757
VOM19980319.0700.1749 -3.704286e-003 VOM19980319.0700.1749
VOM19980303.0900.1646 -3.710045e-003 VOM19980303.0900.1646
VOM19980223.0900.1740 -3.992162e-003 VOM19980223.0900.1740
VOM19980316.0700.0499 -4.115315e-003 VOM19980316.0700.0499
VOM19980303.0900.0347 -4.154482e-003 VOM19980303.0900.0347
VOM19980611.0900.0110 -4.171215e-003 VOM19980611.0900.0110
VOM19980315.0700.0452 -4.182206e-003 VOM19980315.0700.0452
VOM19980521.0730.0070 -4.326572e-003 VOM19980521.0730.0070
VOM19980304.0700.0304 -4.345220e-003 VOM19980304.0700.0304
VOM19980619.0900.0105 -4.380162e-003 VOM19980619.0900.0105
VOM19980521.0900.0107 -4.463356e-003 VOM19980521.0900.0107
VOM19980327.0900.1073 -4.500085e-003 VOM19980327.0900.1073
VOM19980326.0900.3491 -4.561697e-003 VOM19980326.0900.3491
VOM19980223.0700.0197 -4.563436e-003 VOM19980223.0700.0197
VOM19980226.0900.2900 -4.741855e-003 VOM19980226.0900.2900
VOM19980521.0730.0189 -4.807895e-003 VOM19980521.0730.0189
VOM19980305.0900.1607 -4.818893e-003 VOM19980305.0900.1607
VOM19980403.0900.2349 -4.824095e-003 VOM19980403.0900.2349
VOM19980410.0900.0241 -4.841621e-003 VOM19980410.0900.0241
VOM19980609.0700.0306 -4.891861e-003 VOM19980609.0700.0306
VOM19980604.0700.0039 -5.031058e-003 VOM19980604.0700.0039
VOM19980326.0700.1085 -5.300328e-003 VOM19980326.0700.1085
VOM19980628.0730.0001 -5.336383e-003 VOM19980628.0730.0001
VOM19980530.0700.0512 -5.576395e-003 VOM19980530.0700.0512
VOM19980227.0900.3358 -5.637333e-003 VOM19980227.0900.3358
VOM19980227.0900.1944 -5.637333e-003 VOM19980227.0900.1944
VOM19980315.0700.1003 -5.710141e-003 VOM19980315.0700.1003
VOM19980220.0900.3473 -5.797441e-003 VOM19980220.0900.3473
VOM19980223.0900.0154 -5.837918e-003 VOM19980223.0900.0154
VOM19980521.0730.0244 -5.884051e-003 VOM19980521.0730.0244
VOM19980312.0900.3445 -5.938661e-003 VOM19980312.0900.3445
VOM19980312.0900.1896 -5.938661e-003 VOM19980312.0900.1896
VOM19980305.0700.0276 -5.997326e-003 VOM19980305.0700.0276
VOM19980223.0900.1900 -6.025090e-003 VOM19980223.0900.1900
VOM19980526.0730.0131 -6.044200e-003 VOM19980526.0730.0131
VOM19980305.0700.0395 -6.139381e-003 VOM19980305.0700.0395
VOM19980403.0700.2182 -6.199774e-003 VOM19980403.0700.2182
VOM19980403.0700.1724 -6.302622e-003 VOM19980403.0700.1724
VOM19980303.0900.0443 -6.325484e-003 VOM19980303.0900.0443
VOM19980602.0700.0383 -6.335448e-003 VOM19980602.0700.0383
VOM19980515.0900.0269 -6.472857e-003 VOM19980515.0900.0269
VOM19980501.0700.0556 -6.479254e-003 VOM19980501.0700.0556
VOM19980302.0700.1233 -6.566608e-003 VOM19980302.0700.1233
VOM19980530.0700.0037 -6.717466e-003 VOM19980530.0700.0037
VOM19980625.0700.0436 -6.754838e-003 VOM19980625.0700.0436
VOM19980225.0700.0474 -6.806826e-003 VOM19980225.0700.0474
VOM19980505.0730.0003 -6.814793e-003 VOM19980505.0730.0003
VOM19980610.0730.0260 -6.817868e-003 VOM19980610.0730.0260
VOM19980621.0700.0092 -6.868019e-003 VOM19980621.0700.0092
VOM19980604.0730.0077 -6.927464e-003 VOM19980604.0730.0077
VOM19980613.0700.0379 -6.947806e-003 VOM19980613.0700.0379
VOM19980304.0700.0271 -6.981626e-003 VOM19980304.0700.0271
VOM19980325.0900.0676 -6.988714e-003 VOM19980325.0900.0676
VOM19980511.0700.0543 -7.061493e-003 VOM19980511.0700.0543
VOM19980223.0900.3502 -7.141054e-003 VOM19980223.0900.3502
VOM19980303.0700.0179 -7.400623e-003 VOM19980303.0700.0179
VOM19980507.0730.0263 -7.407568e-003 VOM19980507.0730.0263
VOM19980304.0900.0211 -7.420353e-003 VOM19980304.0900.0211
VOM19980303.0900.3439 -7.525943e-003 VOM19980303.0900.3439
VOM19980326.0900.0433 -7.534047e-003 VOM19980326.0900.0433
VOM19980428.0900.0031 -7.594113e-003 VOM19980428.0900.0031
VOM19980508.0700.0549 -7.595601e-003 VOM19980508.0700.0549
VOM19980504.0730.0168 -7.638047e-003 VOM19980504.0730.0168
VOM19980220.0700.2814 -7.719061e-003 VOM19980220.0700.2814
VOM19980312.0900.0360 -7.730437e-003 VOM19980312.0900.0360
VOM19980325.0900.0160 -7.813669e-003 VOM19980325.0900.0160
VOM19980515.0700.0102 -7.833666e-003 VOM19980515.0700.0102
VOM19980619.0900.0007 -7.882368e-003 VOM19980619.0900.0007
VOM19980501.0900.0224 -7.900522e-003 VOM19980501.0900.0224
VOM19980302.0700.3507 -8.084550e-003 VOM19980302.0700.3507
VOM19980531.0700.0303 -8.229882e-003 VOM19980531.0700.0303
VOM19980503.0700.0300 -8.257527e-003 VOM19980503.0700.0300
VOM19980406.0900.0044 -8.361688e-003 VOM19980406.0900.0044
VOM19980414.0900.0071 -8.527591e-003 VOM19980414.0900.0071
VOM19980504.0900.0121 -8.643370e-003 VOM19980504.0900.0121
VOM19980317.0700.3608 -8.667493e-003 VOM19980317.0700.3608
VOM19980523.0700.0043 -8.855771e-003 VOM19980523.0700.0043
VOM19980515.0730.0097 -8.864938e-003 VOM19980515.0730.0097
VOM19980317.0700.2189 -9.002429e-003 VOM19980317.0700.2189
VOM19980317.0700.2928 -9.140600e-003 VOM19980317.0700.2928
VOM19980319.0700.3392 -9.194992e-003 VOM19980319.0700.3392
VOM19980430.0900.0074 -9.231011e-003 VOM19980430.0900.0074
VOM19980302.0700.0653 -9.284745e-003 VOM19980302.0700.0653
VOM19980630.0730.0091 -9.292419e-003 VOM19980630.0730.0091
VOM19980520.0700.0406 -9.412561e-003 VOM19980520.0700.0406
VOM19980302.0700.0413 -9.456653e-003 VOM19980302.0700.0413
VOM19980619.0700.0149 -9.514054e-003 VOM19980619.0700.0149
VOM19980403.0900.1941 -9.536174e-003 VOM19980403.0900.1941
VOM19980319.0900.1922 -9.585150e-003 VOM19980319.0900.1922
VOM19980521.0700.0223 -9.590562e-003 VOM19980521.0700.0223
VOM19980222.0700.1842 -9.771890e-003 VOM19980222.0700.1842
VOM19980223.0700.0882 -9.815937e-003 VOM19980223.0700.0882
VOM19980319.0900.0162 -9.939009e-003 VOM19980319.0900.0162
VOM19980302.0900.0368 -9.986280e-003 VOM19980302.0900.0368
VOM19980303.0900.0275 -1.015389e-002 VOM19980303.0900.0275
VOM19980325.0900.0356 -1.034069e-002 VOM19980325.0900.0356
VOM19980225.0700.2209 -1.050510e-002 VOM19980225.0700.2209
VOM19980504.0900.0032 -1.052117e-002 VOM19980504.0900.0032
VOM19980504.0730.0037 -1.052117e-002 VOM19980504.0730.0037
VOM19980523.0730.0183 -1.052404e-002 VOM19980523.0730.0183
VOM19980529.0730.0075 -1.057333e-002 VOM19980529.0730.0075
VOM19980607.0700.0270 -1.066252e-002 VOM19980607.0700.0270
VOM19980613.0730.0180 -1.071498e-002 VOM19980613.0730.0180
VOM19980311.0700.0726 -1.073634e-002 VOM19980311.0700.0726
VOM19980302.0700.3389 -1.079711e-002 VOM19980302.0700.3389
VOM19980314.0700.1976 -1.086034e-002 VOM19980314.0700.1976
VOM19980619.0730.0076 -1.098648e-002 VOM19980619.0730.0076
VOM19980625.0700.0514 -1.099956e-002 VOM19980625.0700.0514
VOM19980220.0700.1861 -1.101645e-002 VOM19980220.0700.1861
VOM19980223.0700.0701 -1.108657e-002 VOM19980223.0700.0701
VOM19980224.0900.1730 -1.133890e-002 VOM19980224.0900.1730
VOM19980531.0700.0415 -1.135628e-002 VOM19980531.0700.0415
VOM19980227.0900.3434 -1.135658e-002 VOM19980227.0900.3434
VOM19980223.0700.3434 -1.144573e-002 VOM19980223.0700.3434
VOM19980304.0900.1406 -1.154299e-002 VOM19980304.0900.1406
VOM19980521.0700.0180 -1.161147e-002 VOM19980521.0700.0180
VOM19980507.0730.0216 -1.164513e-002 VOM19980507.0730.0216
VOM19980603.0730.0280 -1.181088e-002 VOM19980603.0730.0280
VOM19980314.0700.1911 -1.183060e-002 VOM19980314.0700.1911
VOM19980612.0700.0080 -1.192216e-002 VOM19980612.0700.0080
VOM19980504.0700.0341 -1.192891e-002 VOM19980504.0700.0341
VOM19980602.0700.0484 -1.198868e-002 VOM19980602.0700.0484
VOM19980304.0700.0774 -1.201863e-002 VOM19980304.0700.0774
VOM19980504.0700.0118 -1.204823e-002 VOM19980504.0700.0118
VOM19980520.0900.0007 -1.206193e-002 VOM19980520.0900.0007
VOM19980228.0700.1944 -1.213051e-002 VOM19980228.0700.1944
VOM19980314.0700.0307 -1.229527e-002 VOM19980314.0700.0307
VOM19980306.0700.3229 -1.238197e-002 VOM19980306.0700.3229
VOM19980220.0700.3434 -1.242235e-002 VOM19980220.0700.3434
VOM19980227.0900.0180 -1.248849e-002 VOM19980227.0900.0180
VOM19980627.0700.0429 -1.258092e-002 VOM19980627.0700.0429
VOM19980427.0900.0190 -1.266774e-002 VOM19980427.0900.0190
VOM19980311.0700.2443 -1.267411e-002 VOM19980311.0700.2443
VOM19980612.0730.0117 -1.274658e-002 VOM19980612.0730.0117
VOM19980529.0900.0079 -1.283180e-002 VOM19980529.0900.0079
VOM19980222.0700.3075 -1.285420e-002 VOM19980222.0700.3075
VOM19980226.0900.0622 -1.286400e-002 VOM19980226.0900.0622
VOM19980222.0700.0909 -1.295438e-002 VOM19980222.0700.0909
